acc,combined_dropout,congress_cutoff,covariates_list,data_type,dropout_type,k_dim,k_time,loss,n_leg,n_votes,no_point_dropout,nonzero_dim_count,val_acc,val_loss,yes_point_dropout
0.920374064970312,,93,,votes,normal,16,0,0.18826941827769567,2262,36323,0.2,,0.8971360905225599,0.2444312438804179,0.2
0.9220832255246736,,93,,votes,normal,17,0,0.18490441455462686,2262,36323,0.2,,0.8972134380719491,0.2446109694576764,0.2
0.9235717794896005,,93,,votes,normal,18,0,0.18160886149223035,2262,36323,0.2,,0.8975009330985853,0.2444113353555708,0.2
0.9245144086352208,,93,,votes,normal,19,0,0.17914139542187038,2262,36323,0.2,,0.8973287282149943,0.2457490367523005,0.2
0.8694486311229369,,93,,votes,normal,1,1,0.2992715674888972,2262,36323,0.2,,0.8673290222193593,0.3061845871220711,0.2
0.8840838859357564,,93,,votes,normal,2,1,0.2628252731153937,2262,36323,0.2,,0.8806452521421844,0.2733912399948915,0.2
0.8917207474478133,,93,,votes,normal,3,1,0.2482301484245787,2262,36323,0.2,,0.8868577760785378,0.2620808601365796,0.2
0.8963276017623832,,93,,votes,normal,4,1,0.2384822198019088,2262,36323,0.2,,0.8902225879464173,0.2558209153786649,0.2
0.900560737601542,,93,,votes,normal,5,1,0.22910009412141624,2262,36323,0.2,,0.892768208391615,0.2501413649276887,0.2
0.9043583723680112,,93,,votes,normal,6,1,0.22080356935991688,2262,36323,0.2,,0.895056983263535,0.2454033687980625,0.2
0.9069288039507184,,93,,votes,normal,7,1,0.21555348095500407,2262,36323,0.2,,0.8962016108288371,0.2432906392452373,0.2
0.9098418196163924,,93,,votes,normal,8,1,0.2096290590497136,2262,36323,0.2,,0.8974109374205934,0.2407498006483671,0.2
0.9121725487847188,,93,,votes,normal,9,1,0.20444124807293995,2262,36323,0.2,,0.8981381896894892,0.2396060821893552,0.2
0.8739439988978076,,93,['in_majority'],votes,normal,2,0,0.2847747509602737,2262,36323,0.2,,0.8728435707687773,0.28867893673125544,0.2
0.8266710439232366,0.25,93,['in_majority'],votes,normal,1,0,0.3228801079583713,2262,36323,0.0,,0.824976502102456,0.3272659720132865,0.0
0.8844359204033136,0.25,93,['in_majority'],votes,normal,2,0,0.2759123088991574,2262,36323,0.0,,0.8828677343397899,0.27938899474269485,0.0
0.8845940547361755,0.25,93,['in_majority'],votes,normal,3,0,0.2753360405907877,2262,36323,0.0,,0.8830851050821694,0.2787645569782,0.0
0.8845803225310224,0.25,93,['in_majority'],votes,normal,4,0,0.2754566641942885,2262,36323,0.0,,0.8829732056676713,0.27881474299937103,0.0
0.8846264848707207,0.25,93,['in_majority'],votes,normal,5,0,0.27562130302114146,2262,36323,0.0,,0.8830567652761212,0.2790091397674824,0.0
0.8268422517326709,0.1,93,['in_majority'],votes,normal,1,0,0.3202652476114332,2262,36323,0.0,,0.8250755453305904,0.3254952709370925,0.0
0.8841268109183641,0.1,93,['in_majority'],votes,normal,2,0,0.2676209465930512,2262,36323,0.0,,0.8826170587898207,0.27223947301668805,0.0
0.8844169290004833,0.1,93,['in_majority'],votes,normal,3,0,0.2669235342069021,2262,36323,0.0,,0.8828411485488051,0.2713341306722377,0.0
0.8843807747667496,0.1,93,['in_majority'],votes,normal,4,0,0.2669726374239109,2262,36323,0.0,,0.8829331799736444,0.2713836761963209,0.0
0.8296747142154886,0.5,93,['in_majority'],votes,normal,1,0,0.3774157302816007,2262,36323,0.0,,0.8280313742890741,0.3802921314443576,0.0
0.8946131065444223,0.5,93,['in_majority'],votes,normal,2,0,0.29222996996702355,2262,36323,0.0,,0.8913489784762212,0.2969040285911529,0.0
0.9014648032077668,0.5,93,['in_majority'],votes,normal,3,0,0.2751399804814236,2262,36323,0.0,,0.8968521904771808,0.282052739284224,0.0
0.9067001732089616,0.5,93,['in_majority'],votes,normal,4,0,0.2585015560504069,2262,36323,0.0,,0.9005918965030607,0.2679583635955153,0.0
0.9094085379937826,0.5,93,['in_majority'],votes,normal,5,0,0.2413083235365535,2262,36323,0.0,5.0,0.9020419096919926,0.2546553212700283,0.0
0.9121138350055537,0.5,93,['in_majority'],votes,normal,6,0,0.2286134377044415,2262,36323,0.0,6.0,0.9037054922548,0.2458857806814897,0.0
0.9153018624252184,0.5,93,['in_majority'],votes,normal,7,0,0.21791974208042908,2262,36323,0.0,7.0,0.9055779755164322,0.2392846724118986,0.0
0.9177913242568696,0.5,93,['in_majority'],votes,normal,8,0,0.2111085821386537,2262,36323,0.0,8.0,0.9069181343605868,0.2357015073047265,0.0
0.9194815680332584,0.5,93,[],votes,normal,9,0,0.20200842979516465,2262,36323,0.0,9.0,0.9078740974373348,0.2320694925550769,0.0
0.9215980814593424,0.5,93,[],votes,normal,10,0,0.19643419399100745,2262,36323,0.0,10.0,0.9088800197419548,0.2296116158698717,0.0
0.9242328209744236,0.5,93,[],votes,normal,11,0,0.19043849225909065,2262,36323,0.0,11.0,0.9104653033644792,0.2259236766764377,0.0
0.9259135714642359,0.5,93,[],votes,normal,12,0,0.18385123059521385,2262,36323,0.0,12.0,0.91118841055976,0.22364253163669034,0.0
0.9241097735090812,0.5,114,['in_majority'],votes,timestep,1,0,0.16960404912727206,608,2692,0.0,1.0,0.9232643310003856,0.17236287464790154,0.0
0.953954393589678,0.5,114,['in_majority'],votes,timestep,2,0,0.13607927717409654,608,2692,0.0,2.0,0.9517886331400176,0.141688646753059,0.0
0.9578528435078144,0.5,114,['in_majority'],votes,timestep,3,0,0.12299896051639375,608,2692,0.0,3.0,0.9541870983798122,0.13169104088688366,0.0
0.9602758973983776,0.5,114,['in_majority'],votes,timestep,4,0,0.112487061657062,608,2692,0.0,4.0,0.9552690553849879,0.12470693105234085,0.0
0.9637232203978092,0.5,114,['in_majority'],votes,timestep,5,0,0.10197854631346716,608,2692,0.0,5.0,0.9576486029381628,0.11764232821527605,0.0
0.9582897890658376,0.5,114,['in_majority'],votes,timestep,6,0,0.11924241091438816,608,2692,0.0,3.0,0.954016856286826,0.12849340467984866,0.0
0.9680425370611708,0.5,114,['in_majority'],votes,timestep,7,0,0.087612462722075,608,2692,0.0,7.0,0.9594417709204888,0.1122608811563372,0.0
0.965164565742834,0.5,114,['in_majority'],votes,timestep,8,0,0.09429547681198593,608,2692,0.0,6.0,0.958238760529271,0.11456193333162132,0.0
0.9659968430474862,0.5,114,[],votes,timestep,6,0,0.09305039833825354,608,2692,0.0,6.0,0.9587759469014508,0.11449638411703053,0.0
0.9151902437393744,0.5,114,[],votes,timestep,1,0,0.18597994918024646,608,2692,0.0,1.0,0.9146729915167026,0.18851145403569594,0.0
0.9536167543407986,0.5,114,[],votes,timestep,2,0,0.1383432437033594,608,2692,0.0,2.0,0.9508958323968322,0.14409253076435932,0.0
0.9510140025028508,0.5,114,[],votes,timestep,3,0,0.1387645961576688,608,2692,0.0,2.0,0.94852007322555,0.14424444885495918,0.0
0.9606551497779019,0.5,114,[],votes,timestep,4,0,0.11071608096803597,608,2692,0.0,4.0,0.9556133083227536,0.12288595720377885,0.0
0.9634574609602544,0.5,114,[],votes,timestep,5,0,0.10016774861531597,608,2692,0.0,5.0,0.9573762179734264,0.11671435120795412,0.0
0.9548396276704284,0.5,114,[],votes,timestep,6,0,0.13421375803844748,608,2692,0.0,2.0,0.9522728668879268,0.1398221473893071,0.0
0.9664791843836268,0.5,114,[],votes,timestep,7,0,0.09043590726801333,608,2692,0.0,7.0,0.9583257665667924,0.11280568306093665,0.0
0.9646897919188654,0.5,114,[],votes,timestep,8,0,0.09393586878236904,608,2692,0.0,6.0,0.9577204778129342,0.11546369441650473,0.0
0.8990700543605911,0.5,110,['in_majority'],votes,timestep,1,1,0.2462387278794601,979,9601,0.0,1.0,0.8980705282566033,0.2498670467742464,0.0
0.9393512554395194,0.5,110,['in_majority'],votes,timestep,2,1,0.18646332011394426,979,9601,0.0,2.0,0.9368541967397204,0.19138093071887186,0.0
0.9429444975257832,0.5,110,['in_majority'],votes,timestep,3,1,0.1669921502120276,979,9601,0.0,3.0,0.9392216744307662,0.1743769734355304,0.0
0.94755033893577,0.5,110,['in_majority'],votes,timestep,4,1,0.1587764849608874,979,9601,0.0,4.0,0.9426706273602335,0.16744658958703038,0.0
0.9467859297513188,0.5,110,['in_majority'],votes,timestep,5,1,0.1569207864233365,979,9601,0.0,4.0,0.9420869286172824,0.16612479468939298,0.0
0.9471522564034132,0.5,110,['in_majority'],votes,timestep,6,1,0.1535972182890935,979,9601,0.0,4.0,0.94246890271773,0.16333620975382626,0.0
0.9498489392058024,0.5,110,['in_majority'],votes,timestep,7,1,0.14331169286775858,979,9601,0.0,5.0,0.9439556989614936,0.15559873586799786,0.0
0.9497606838937164,0.5,110,['in_majority'],votes,timestep,8,1,0.1445764684011139,979,9601,0.0,5.0,0.9439061970913644,0.15670451693602275,0.0
0.8096756128752814,0.5,0,['in_majority'],votes,timestep,1,1,0.4043156071787912,12140,94357,0.0,1.0,0.8066565661661228,0.40881975288845857,0.0
0.8724902459500011,0.5,0,['in_majority'],votes,timestep,2,1,0.32641548489154804,12140,94357,0.0,2.0,0.8672004491842941,0.3336468962312669,0.0
0.8857091653053735,0.5,0,['in_majority'],votes,timestep,3,1,0.3025404489720451,12140,94357,0.0,3.0,0.8781739566436717,0.3126393057250486,0.0
0.8945403601923517,0.5,0,['in_majority'],votes,timestep,4,1,0.2853246249239376,12140,94357,0.0,4.0,0.8845993728881317,0.29913722870881376,0.0
0.9002218896368471,0.5,0,['in_majority'],votes,timestep,5,1,0.2650187601124073,12140,94357,0.0,5.0,0.8879562980505877,0.2847328313902229,0.0
0.9047593948677026,0.5,0,['in_majority'],votes,timestep,6,1,0.2498213639341605,12140,94357,0.0,6.0,0.8909829606750409,0.2745102035979376,0.0
0.9086723061512172,0.5,0,['in_majority'],votes,timestep,7,1,0.23693859807022305,12140,94357,0.0,7.0,0.8930127663079901,0.2672088246510516,0.0
0.9124579944917272,0.5,0,['in_majority'],votes,timestep,8,1,0.2520596495004421,12140,94357,0.0,8.0,0.895364570895302,0.2736369403043149,0.0
0.9159695914539502,0.5,0,['in_majority'],votes,timestep,9,1,0.24628285400185745,12140,94357,0.0,9.0,0.8974240653725075,0.2696114034942881,0.0
0.9162494622827094,0.5,0,['in_majority'],votes,timestep,10,1,0.2453923974362032,12140,94357,0.0,9.0,0.8975367368473909,0.2690136125295173,0.0
0.8294007596056117,0.5,93,[],votes,timestep,1,1,0.3660382766655997,2262,36416,0.0,1.0,0.8270244784392585,0.3709540445621773,0.0
0.8888787658166656,0.5,93,[],votes,timestep,2,1,0.2964210204138767,2262,36416,0.0,2.0,0.883386664491665,0.30504753386012656,0.0
0.8995157180606962,0.5,93,[],votes,timestep,3,1,0.2773995505938895,2262,36416,0.0,3.0,0.8921898648636869,0.28780632188755906,0.0
0.9046326211308464,0.5,93,[],votes,timestep,4,1,0.2664936904628563,2262,36416,0.0,4.0,0.8945902967548507,0.2807933405534705,0.0
0.9089162334764238,0.5,93,[],votes,timestep,5,1,0.25502541207868706,2262,36416,0.0,5.0,0.8963055867516303,0.2738175358945921,0.0
0.9118514914076656,0.5,93,[],votes,timestep,6,1,0.2507692596518345,2262,36416,0.0,6.0,0.8976349948096026,0.2702406898193289,0.0
0.9151329626121008,0.5,93,[],votes,timestep,7,1,0.24143857271469665,2262,36416,0.0,7.0,0.8980306041379865,0.2668346240703217,0.0
0.9177279699359764,0.5,93,[],votes,timestep,8,1,0.22588768486564545,2262,36416,0.0,8.0,0.8969620159026405,0.2646898001248069,0.0
0.9194686385722214,0.5,93,[],votes,timestep,9,1,0.2321032572561769,2262,36416,0.0,9.0,0.8980982442179689,0.26344089912980545,0.0
0.9216069781915398,0.5,93,[],votes,timestep,10,1,0.2274856775930912,2262,36416,0.0,10.0,0.8982466600326622,0.2615396074164135,0.0
0.8084488594738685,0.5,1,['in_majority'],votes,timestep,1,1,0.4079439604275214,12140,94450,0.0,1.0,0.8031253764158531,0.41602131723888347,0.0
0.8688065882006194,0.5,1,['in_majority'],votes,timestep,2,1,0.3322744346814006,12140,94450,0.0,2.0,0.8592031365444519,0.3460241172472864,0.0
0.8850112009897089,0.5,1,['in_majority'],votes,timestep,3,1,0.30562398191803164,12140,94450,0.0,3.0,0.8716117507312041,0.3241718884684089,0.0
0.8934966736082207,0.5,1,['in_majority'],votes,timestep,4,1,0.2904379603977855,12140,94450,0.0,4.0,0.8755504282496445,0.3153884399403974,0.0
0.8987856676657112,0.5,1,['in_majority'],votes,timestep,5,1,0.2810205958337592,12140,94450,0.0,5.0,0.8777218100341044,0.3096544679568617,0.0
0.904004540900904,0.5,1,['in_majority'],votes,timestep,6,1,0.26890014300069803,12140,94450,0.0,6.0,0.8782737547375288,0.3052135361032085,0.0
0.9075857026144696,0.5,1,['in_majority'],votes,timestep,7,1,0.2634393582960554,12140,94450,0.0,7.0,0.8787342727028835,0.3021832153384572,0.0
0.9112099694214324,0.5,1,['in_majority'],votes,timestep,8,1,0.25659524950291,12140,94450,0.0,8.0,0.8788237246916205,0.29999416195022666,0.0
0.8987818473407072,0.5,110,[],votes,timestep,1,0,0.2547212116477829,979,9694,0.0,1.0,0.8963516940586366,0.25998566404879586,0.0
0.9379616203673538,0.5,110,[],votes,timestep,2,0,0.1857897101721926,979,9694,0.0,2.0,0.9334737462075716,0.19538717692924915,0.0
0.9145658094050508,0.5,1,['in_majority'],votes,timestep,9,1,0.2500904429934012,12140,94450,0.0,9.0,0.8781950252090329,0.2991472226967533,0.0
0.9424680669218656,0.5,110,[],votes,timestep,3,0,0.17048385685980266,979,9694,0.0,3.0,0.9361655333597112,0.18480961566644166,0.0
0.94526907947758,0.5,110,[],votes,timestep,4,0,0.1595488602391533,979,9694,0.0,4.0,0.9370552432461928,0.17918008990642584,0.0
0.9478153051679026,0.5,110,[],votes,timestep,5,0,0.1497069994193428,979,9694,0.0,5.0,0.9369953902502256,0.17553544518536476,0.0
0.950089358290994,0.5,110,[],votes,timestep,6,0,0.14256775496185276,979,9694,0.0,6.0,0.9370633335339628,0.17379226642810314,0.0
0.9514874356270812,0.5,110,[],votes,timestep,7,0,0.13887508621195346,979,9694,0.0,7.0,0.936624947565084,0.17461967352290114,0.0
0.9146605516983588,0.5,1,['in_majority'],votes,timestep,10,1,0.2499126022210588,12140,94450,0.0,9.0,0.8784777711833445,0.29913043866654465,0.0
0.9531188634874772,0.5,110,[],votes,timestep,8,0,0.13435599602966228,979,9694,0.0,8.0,0.9359325878824292,0.17578242506776978,0.0
0.9540765297755752,0.5,110,[],votes,timestep,9,0,0.1312310499640034,979,9694,0.0,9.0,0.9359164132144484,0.17616925442768686,0.0
0.955194747637787,0.5,110,[],votes,timestep,10,0,0.1312914861364525,979,9694,0.0,10.0,0.9353130229457294,0.1770053173864061,0.0
0.8910857399865219,0.5,110,[],votes,timestep,1,0,0.2530309194899429,979,9694,0.0,1.0,0.8883928092694445,0.2584345143301999,0.0
0.9375280834798478,0.5,110,[],votes,timestep,2,0,0.18713986052939205,979,9694,0.0,2.0,0.933214922535152,0.19665463556922588,0.0
0.9423948688573686,0.5,110,[],votes,timestep,3,0,0.17182509337421786,979,9694,0.0,3.0,0.9363224462208158,0.18593397709385445,0.0
0.9455893787526848,0.5,110,[],votes,timestep,4,0,0.1583712372577633,979,9694,0.0,4.0,0.9367495061691417,0.1780904197934519,0.0
0.9480017417404089,0.5,110,[],votes,timestep,5,0,0.14923718775864842,979,9694,0.0,5.0,0.9371717132418288,0.17516819164079894,0.0
0.9497180987867436,0.5,110,[],votes,timestep,6,0,0.14383769022521067,979,9694,0.0,6.0,0.9369209793099952,0.17399881072301598,0.0
0.9515755989076632,0.5,110,[],votes,timestep,7,0,0.13888500848577556,979,9694,0.0,7.0,0.9365408267197044,0.17458512203430687,0.0
0.952364621027236,0.5,110,[],votes,timestep,8,0,0.13814035286686438,979,9694,0.0,8.0,0.9361542074693252,0.17530899612204265,0.0
0.9535499769182998,0.5,110,[],votes,timestep,9,0,0.13618587176988792,979,9694,0.0,9.0,0.9358500882202904,0.17631354828800452,0.0
0.9551223590592098,0.5,110,[],votes,timestep,10,0,0.13263662461625916,979,9694,0.0,10.0,0.9354974381089568,0.1767700050322471,0.0
0.8961563027538093,0.5,0,[],votes,timestep,5,0,0.2739277953535562,12140,94450,0.0,5,0.8733034245928029,0.31463757152404426,0.0
